Post Caption,Sentiment Polarity,Hashtags? (Y/N),Mentions? (Y/N),Hashtags List,Mentions List,Time of Day of Post,Day of Week,Date of Post,Video? (Y/N),Dimensions,Likes,Comments,Engagement Rate (%)
"Happy Earth Day! 🌎 ❤
At Quick Quack, we take care of the planet, one car at a time. This week we've been sharing some of our eco- friendly initiatives. Watch today's video to see how we discharge water in an eco-responsible way. Want to celebrate Earth Day the fun way? Learn how to create your own water filtration system! Click the link in bio for more instructions. #QQEarthWeek #EarthDay #EarthDay2020",0.5430555555555555,Y,N,"QQEarthWeek, EarthDay, EarthDay2020",,07:09:30,Wednesday,2020-04-22,Y,1280x720,27,2,2900.0
"This is definitely Throwback Thursday! Quackals grown up so much!

#TBT #DontDRiveDirty",0.125,Y,N,"TBT, DontDRiveDirty",,17:29:59,Thursday,2018-01-18,N,683x683,25,0,2500.0
Nothing makes us happier than washing cars! Keep them coming through.  #dontdrivedirty #quickquack,0.0,Y,N,"dontdrivedirty, quickquack",,12:43:59,Wednesday,2015-12-23,N,1080x1080,1,0,100.0
"Explore the world's cultural treasures this #internationalmuseumday! 🗿✨

From ancient artifacts to contemporary masterpieces, immerse yourself in the history or enjoy these Quackals inspired pieces instead.",0.23055555555555554,Y,N,internationalmuseumday!,,20:28:13,Saturday,2024-05-18,N,612x612,90,5,9500.0
"Raise funds with Quick Quack! We love our community and supporting your fundraising efforts. Let the duck do the work, it's fast, easy, and fun! Learn more about our FUNdraising programs at the link in bio. #QQCares #dontdrivedirty #quickquack",0.3821428571428571,Y,N,"QQCares, dontdrivedirty, quickquack",,08:00:13,Monday,2020-08-24,N,1080x1080,61,0,6100.0
"Quackals has a busy year ahead. He's getting ready to fly out to Phoenix, AZ next week to celebrate our first Grand Opening of the year! Where would you like to see him next? 👋 #quickquack #dontdrivedirty",0.28214285714285714,Y,N,"quickquack, dontdrivedirty",,07:00:21,Wednesday,2021-01-06,N,1080x1080,94,3,9700.0
We hope you had a great 4th of July! We sure did! Thanks for letting us celebrate the holiday with our families and friends.,0.6083333333333333,N,N,,,18:51:00,Wednesday,2017-07-05,N,1080x1080,25,0,2500.0
"Quackals is ready for a 3 day weekend! Woo Hoo!

#DontDriveDirty",0.3125,Y,N,DontDriveDirty,,09:16:39,Friday,2017-05-26,N,978x978,25,0,2500.0
"Layer up this winter. Add a layer of protection on your car with a paint sealant available in our ""Lucky Duck"" wash.",0.3666666666666667,N,N,,,07:01:34,Friday,2022-01-21,N,1080x1080,32,0,3200.0
"Quackals knows how to have fun with the camera. 🦆📸😎

#QuickQuackCarWash #CarWashNearMe #CarWash #Quackals #Photography",0.3,Y,N,"QuickQuackCarWash, CarWashNearMe, CarWash, Quackals, Photography",,08:07:54,Wednesday,2024-11-20,Y,1080x1920,141,10,15100.0
"It's #LuckyDuckWednesday! Buy a Protect 5 Wash Card, Get a Basic 5 Wash Card FREE OR a Quackals Doll FREE! Just mention this deal to your cashier to cash in on the savings!!",0.39375,Y,N,LuckyDuckWednesday!,,10:19:11,Wednesday,2015-12-23,N,959x959,1,0,100.0
"The feeling is real. 

#QuickQuack #QuickQuackCarWash #CleanCar",0.2,Y,N,"QuickQuack, QuickQuackCarWash, CleanCar",,15:13:27,Wednesday,2024-09-04,Y,1080x1920,58,2,6000.0
"If only pumpkin season lasted all year long. 

Make sure to try our Pumpkin Spice wash fragrance before it's gone.",0.15,N,N,,,09:05:40,Thursday,2023-10-19,N,1080x1350,81,3,8400.0
Be grateful for everything that you have! If you focus on what you have it makes life more enjoyable. #TipTuesday,0.5,Y,N,TipTuesday,,19:10:09,Tuesday,2016-10-18,N,665x832,10,1,1100.0
"Values are an important thing! Important in companies and in people. What are your values? 
http://qoo.ly/r37x3",0.45,N,N,,,10:44:06,Friday,2018-07-27,N,612x522,11,0,1100.0
"It's the WEEKEND! 👏😎 Stop on by any of our Quick Quack Car Wash locations so we can make your car shine! 
#QuickQuackCarWash #DontDriveDirty #FastCleanLovedEverywhere #CarWash #Car #Quackals",0.41666666666666663,Y,N,"QuickQuackCarWash, DontDriveDirty, FastCleanLovedEverywhere, CarWash, Car, Quackals",,09:25:50,Saturday,2019-06-08,Y,720x720,81,0,8100.0
"Celebrate #Nationaldogday with a trip to the wash!

Dogs love to look out of the window as our brushless equipment removes road dirt and grime, and most of our locations have free dash wipes and vacuums to eliminate drool and get pet hair off the seats.",0.4666666666666666,Y,N,Nationaldogday,,09:01:42,Saturday,2023-08-26,N,1080x1350,88,3,9100.0
"Today is Make Up Your Own Holiday Day. Quackals decided he wanted to celebrate ""Quick Quack Car Wash Day.""",0.4666666666666667,N,N,,,08:34:20,Sunday,2017-03-26,N,1000x638,13,0,1300.0
"Who wants a FREE Car Wash on their birthday!?! Sign up to receive our emails and we'll give you one.

http://ow.ly/AZEa30aw8UM",0.4125,N,N,,,14:41:40,Monday,2017-04-03,N,320x399,20,0,2000.0
"Experience a noticeably deeper shine and smoother finish when you get the best wash in town. ✨

Ceramic Duck is formulated to provide your vehicle with unparalleled protection from rain, dirt, snow, pollen, grime and even UV rays. 

And with consistent use, your shine will last longer. Don’t believe us? Find a location in the link in the bio and be that car with the irresistible shine.",0.4166666666666667,N,N,,,09:05:00,Monday,2024-02-05,Y,1080x1920,3,12,1500.0
"What's a random act of kindness you've done for others before? Share with us in the comments!
We're celebrating Random Act of Kindness Week with our very own Random Quacks of Kindness. Visit the link in our bio to nominate someone who could use a pick me up. We will fullfill kind acts across our communities. Nominations close on 2/21! #randomactsofkindness #randomquacksofkindness #QQCares #quickquack #dontdrivedirty",-0.018999999999999996,Y,N,"randomactsofkindness, randomquacksofkindness, QQCares, quickquack, dontdrivedirty",,07:31:05,Friday,2021-02-19,N,1080x1080,98,2,10000.0
Happy National Milk Chocolate Day! We're getting our chocolate on! Hope you are too!,1.0,N,N,,,22:09:53,Thursday,2016-07-28,N,1080x720,6,0,600.0
Today is Take a Walk in the Park Day! Walking in nature for just 30 minutes a day can boost your mood and reduce stress--and you might see some of Quackals' cute relatives too! #DontDriveDirty #DeStress #Nature,0.625,Y,N,"DontDriveDirty, DeStress, Nature",,05:30:22,Friday,2018-03-30,N,1080x675,40,1,4100.0
Nissan GT-R going thru the wash!,0.0,N,N,,,17:12:23,Friday,2016-03-25,N,480x480,7,0,700.0
There's nothing sparklier than a car just washed at Quick Quack! ✨We will be closing at 5 pm today. Happy 4th of July!,0.7083333333333333,N,N,,,09:04:28,Thursday,2019-07-04,N,1080x1080,36,2,3800.0
"Happy Friday! What are your plans for the weekend? How about some fun indoor activities for the kids? Check out Quick Quack's Kids Activity Book with coloring pages, drawing guides, word searches and more! Download our Activity Book for free at the link in bio, and share your masterpieces with us. #QQAtHome #quickquackcarwash #dontdrivedirty",0.5316666666666666,Y,N,"QQAtHome, quickquackcarwash, dontdrivedirty",,08:00:21,Friday,2020-07-24,N,1080x1132,47,6,5300.0
You can always count on Quick Quack to shower your car with love 💖 #loveyourcar #dontdrivedirty #quickquack,0.41666666666666663,Y,N,"loveyourcar, dontdrivedirty, quickquack",,07:30:28,Friday,2021-02-12,N,1080x1080,64,1,6500.0
"Happy Friday! What do you have planned for the weekend? 
#DontDriveDirty #QuickQuack #Weekend",1.0,Y,N,"DontDriveDirty, QuickQuack, Weekend",,10:43:56,Friday,2018-06-29,N,1080x1080,27,2,2900.0
Free-FALL with us! From now through the end of October we will give away free washes every Friday! 🍁 Comment below with your favorite fall activity! We will choose 1 winner to get a free car wash! #freefall #quickquack,0.5416666666666666,Y,N,"freefall, quickquack",,09:33:02,Friday,2019-10-04,N,1080x1080,78,30,10800.0
RUN QUACKALS!! Just a little fun at the movies :) #quickquack #dontdrivedirty,0.2041666666666667,Y,N,"quickquack, dontdrivedirty",,18:09:06,Tuesday,2014-07-08,N,640x640,16,0,1600.0
"You guys nominated people for the Most Courteous! Now it is time to VOTE!
http://ow.ly/sGuE304r8wg",0.71875,N,N,,,10:52:41,Thursday,2016-09-22,N,960x960,2,0,200.0
"The holidays are officially over. Time to get back to reality. Quackals is excited for all the great things that will come in 2018!

#DontDriveDirty",0.4583333333333333,Y,N,DontDriveDirty,,10:46:03,Tuesday,2018-01-02,N,1000x1000,29,0,2900.0
"Today is Memorial Day, we'd like to thank our military and veterans for your courageous service. 🇺🇸",-0.1,N,N,,,07:00:20,Monday,2020-05-25,N,1080x720,65,5,7000.0
"What are you to your kids?

Source: http://ow.ly/bFmk30cKqEO",0.0,N,N,,,11:01:04,Tuesday,2017-06-20,N,800x999,27,0,2700.0
"Between the rain, hail and snow, you may think your car doesn’t need a good wash. But, winter is the optimal time for a car wash.

Do you want to know more about the benefits of washing your car during the winter? Head over to our bio link and catch up on all things Quick Quack, and car washing with our newly launched blog.",0.41742424242424236,N,N,,,13:00:28,Thursday,2023-01-12,N,1080x1350,71,1,7200.0
I’m missing another 👻  friend. Who wants to do this with me next year? #QuickQuackCarWash #Halloween #SpookySeason #Quackals #Ghosttrend,0.0,Y,N,"QuickQuackCarWash, Halloween, SpookySeason, Quackals, Ghosttrend",,10:11:51,Wednesday,2024-10-23,Y,1080x1920,3,4,700.0
"Happy Boss's Day! We are fortunate to have some great Boss's here at Quick Quack. Thanks for all you do!

#DontDriveDirty",0.5566666666666668,Y,N,DontDriveDirty,,09:32:09,Monday,2017-10-16,N,1000x1151,24,0,2400.0
"Happy Martin Luther King Jr. Day!
#MLKDAY",1.0,Y,N,MLKDAY,,07:52:56,Monday,2018-01-15,N,728x728,29,2,3100.0
#QQCares,0.0,Y,N,QQCares,,15:52:53,Wednesday,2020-06-03,N,1080x1024,110,3,11300.0
"It's #TBT! This is a picture from our first Ribbon Cutting in the Greater Houston Area. Next week, we'll be opening another location close by. It's exciting to see our growth!

http://ow.ly/5RGm307WWiT",0.10500000000000001,Y,N,TBT!,,14:04:09,Thursday,2017-01-12,N,604x453,19,0,1900.0
"Happy Monday! We hope you got some rest over the weekend. 
#DontDriveDirty",1.0,Y,N,DontDriveDirty,,10:23:51,Monday,2016-10-17,N,1000x997,4,0,400.0
"Celebrate kindness this World Kindness Day. QQ cares. Everyday we work towards our mission to change lives for the better. Thank you to our customers who have shared stories about our team members lending a helping hand. Whether it's helping you with car troubles, or finding a way to make you and your little ones smiles, it's such an honor to serve you everyday.",-0.017500000000000005,N,N,,,08:01:12,Saturday,2021-11-13,N,1080x1080,58,1,5900.0
"Offer down below! 🚨

Drive on over to our link in the bio, click on “Ceramic Duck” and sign up to receive an offer on Ceramic Duck. 

Outshine the rest with Ceramic Duck. ✨",-0.19444444444444445,N,N,,,15:39:50,Saturday,2023-06-17,N,1440x1800,121,9,13000.0
We really do think we have the #bestemployees! They work hard every day! Thanks team!! #quickquack #dontdrivedirty,0.06597222222222221,Y,N,"bestemployees!, quickquack, dontdrivedirty",,10:20:11,Thursday,2013-05-30,N,612x612,2,0,200.0
"Whether it’s classic rock or a pop Holiday hit, we want to know! What Holiday song gets you grooving in the car wash lane? ✨🎄

Drop your favorite tune below or remix this video. 👇",0.35416666666666663,N,N,,,14:00:00,Tuesday,2023-12-05,Y,1080x1920,3,1,400.0
Don't mind us. We're daydreaming about the soapy adventure we're about to have at Quick Quack - want to join?,0.3333333333333333,N,N,,,12:06:08,Wednesday,2024-01-31,N,1440x1800,76,3,7900.0
POV: You pull up to a Quick Quack and see Quackals doing the Dougie.,0.3333333333333333,N,N,,,09:30:00,Tuesday,2023-03-21,Y,1080x1920,200,16,21600.0
"Happy Mother’s Day to all you busy Moms out there like @princess_cataleya_.

Moms, we’re here for you when you need a break from the hustle and bustle of being a mom. Try our new Ceramic Duck wash and we’ll have you feeling SPECTACULAR just the way you deserve. 

Get Ready to Shine, Mom. ✨💐",0.36727272727272725,N,Y,,princess_cataleya_.,17:08:47,Sunday,2023-05-14,Y,1080x1920,72,0,7200.0
How are those essays going? We are excited to read them all!!! http://ow.ly/VTV5305le6e,0.732421875,N,N,,,16:21:54,Wednesday,2016-10-19,N,800x800,5,0,500.0
We're still giving away FREE CAR WASHES through Friday 17th at our new Arden & Watt location. See you there!,0.2852272727272727,N,N,,,14:24:22,Wednesday,2016-06-15,N,1000x1000,9,0,900.0
We are getting such great nominations for The Most Courteous contest! Keep them coming! http://ow.ly/HjGg303ZovE,0.559375,N,N,,,09:22:38,Saturday,2016-09-10,N,960x960,1,0,100.0
Have you tried out the new brushes at our Amarillo on Coulter location?,0.13636363636363635,N,N,,,19:52:51,Tuesday,2016-03-22,N,1080x1080,8,0,800.0
"Back to School Giveaway! 📚✏️ 📓We're giving one lucky duck school supplies this year! Post a back to school photo of your child from any year for a chance to win a $50 gift card and a month of FREE car washes so you can do drop-offs in a clean car! 
We will choose one winner on Friday, August 9th!

#QuickQuackGiveaway",0.36493055555555554,Y,N,QuickQuackGiveaway,,09:13:03,Monday,2019-08-05,N,1080x1080,33,3,3600.0
It's April Fools Day tomorrow. Who has a good trick planned?,0.7,N,N,,,09:05:47,Friday,2017-03-31,N,957x957,22,3,2500.0
Cleaning day! #dontdrivedirty #quickquack,0.0,Y,N,"dontdrivedirty, quickquack",,10:45:39,Monday,2014-11-17,N,640x640,4,0,400.0
Simple but true! Thanks for the awesome review Raycamaross!! #BehindTheQuack,0.409375,Y,N,BehindTheQuack,,12:19:24,Saturday,2017-03-11,N,320x289,8,0,800.0
"Today is Team Member Appreciation Day! We'd like to take a moment to say thank you to our smart, kind and driven Team Members for all of their hard work. We have the BEST team on the planet! #smartkinddriven #dontdrivedirty",0.3806547619047619,Y,N,"smartkinddriven, dontdrivedirty",,07:00:12,Friday,2020-03-06,N,612x612,77,4,8100.0
"Interesting info...The worlds first parking meter was installed on this day in 1935. 
#DontDriveDirty 
http://qoo.ly/qty7q",0.375,Y,N,DontDriveDirty,,13:14:22,Monday,2018-07-16,N,612x474,12,0,1200.0
Julian is one of our incredibly hard-working team members at Quick Quack. Do you want to join a great environment with a cheerful team? Come Quack with Us! Apply at the link in bio.,0.6333333333333333,N,N,,,08:30:11,Tuesday,2021-07-13,Y,1920x1080,61,4,6500.0
"We love fall just as much as we love pumpkin spice🍂 

Highlighting our commitment to planet Earth. ✨ 🌎 #earthday2024,0.0,Y,N,earthday2024,,18:02:26,Monday,2024-04-22,N,612x612,3,0,300.0
"It's Friday! Lets have some fun. Quackals is hidden in this picture. Can you find him?

Have a great weekend!",0.37777777777777777,N,N,,,16:15:13,Friday,2016-07-22,N,1080x642,4,0,400.0
Our Rancho Cordova location  helped raise over $840 for St. Jude.,0.0,N,N,,,12:21:18,Saturday,2014-12-06,N,640x640,8,0,800.0
"Next Friday, Veterans Day, we will be giving away FREE Car Washes to all active and Veteran Military Personnel. Share with your friends!",0.028333333333333342,N,N,,,17:25:58,Friday,2016-11-04,N,1080x1350,6,1,700.0
"Calling all ghouls and goblins! Bring your whole family out for a hauntingly good time at Quackenstein’s Car Wash. You’ll see Quackenstein and all his monster friends as they take over the wash. 
This event is free for members, and the price of a best wash for non-members.",0.575,N,N,,,13:02:08,Wednesday,2022-10-12,N,1080x1080,189,13,20200.0
"Pick up after yourself and help others! It's a courteous thing to do! #TipTuesday

Also, vote for your favorite Most Courteous Person so they have a chance to win 1 year of free car washes. http://ow.ly/KckE304p3Rz",0.5916666666666667,Y,N,TipTuesday,,19:02:23,Tuesday,2016-09-20,N,614x767,9,1,1000.0
It is Houseplant Appreciation Day! We wanted to share The Plants of Quick Quack Car Wash with you!,0.41666666666666663,N,N,,,14:15:20,Tuesday,2017-01-10,N,960x960,10,1,1100.0
Happy #EarthDay! #DidYouKnow? A person washing their own car in their driveway uses 50-150 gallons of fresh water. That water mixes with harmful soaps that go down the storm drains that lead to streams and rivers. #makeadifference,0.4361111111111111,Y,N,"EarthDay!, DidYouKnow?, makeadifference",,12:28:58,Friday,2016-04-22,N,450x450,4,0,400.0
Did you catch the sunrise this morning - just the beginning to a fabulous day! #beauty #dontdrivedirty #QuickQuack,0.5,Y,N,"beauty, dontdrivedirty, QuickQuack",,13:33:23,Friday,2016-04-08,N,1080x1080,4,0,400.0
#TBT before Quick Quack Car Wash and  Quackals existed...There was Splash & Dash. #DontDriveDirty,0.3333333333333333,Y,N,"TBT, DontDriveDirty",,14:21:24,Thursday,2016-09-08,N,1080x723,9,1,1000.0
"It's National Make a Friend Day!
˙
They say we spend on average 90,000 hours working in our lifetime! Love the team you work with!
˙
#DontDriveDirty #QuickQuack #NationalMakeaFriendDay #DreamTeam #DidWeJustBecomeBestFriends #ForeverFriends #CoWorkers #Antelope #Sacramento",0.21875,Y,N,"DontDriveDirty, QuickQuack, NationalMakeaFriendDay, DreamTeam, DidWeJustBecomeBestFriends, ForeverFriends, CoWorkers, Antelope, Sacramento",,15:30:46,Monday,2019-02-11,N,1080x918,50,2,5200.0
Got 3 minutes?,0.0,N,N,,,14:43:43,Tuesday,2016-05-17,N,640x480,1,0,100.0
"This is how your comments make me feel. 🤩🦆🥳🧡🥹

#Quackals #QuickQuack #QuickQuackCarWash #CarWash #CarWashNearMe",0.0,Y,N,"Quackals, QuickQuack, QuickQuackCarWash, CarWash, CarWashNearMe",,10:18:00,Friday,2024-11-22,Y,1080x1920,85,16,10100.0
